,Word,Freq,word_rank,Prob. Per cent,Prob
1339,shared,5,1383.5,0.009946883641355164,9.946883641355164e-05
1340,nunca,5,1383.5,0.009946883641355164,9.946883641355164e-05
1341,esperamos,5,1383.5,0.009946883641355164,9.946883641355164e-05
1342,reviewing,5,1383.5,0.009946883641355164,9.946883641355164e-05
1343,internationally,5,1383.5,0.009946883641355164,9.946883641355164e-05
1344,você,5,1383.5,0.009946883641355164,9.946883641355164e-05
1345,unwrapped,5,1383.5,0.009946883641355164,9.946883641355164e-05
1346,counting,5,1383.5,0.009946883641355164,9.946883641355164e-05
1347,radio,5,1383.5,0.009946883641355164,9.946883641355164e-05
1348,june,5,1383.5,0.009946883641355164,9.946883641355164e-05
1349,chorar,5,1383.5,0.009946883641355164,9.946883641355164e-05
1350,finally,5,1383.5,0.009946883641355164,9.946883641355164e-05
1351,bigtimerush,5,1383.5,0.009946883641355164,9.946883641355164e-05
1352,passées,5,1383.5,0.009946883641355164,9.946883641355164e-05
1353,p,5,1383.5,0.009946883641355164,9.946883641355164e-05
1354,rappers,5,1383.5,0.009946883641355164,9.946883641355164e-05
1355,till,5,1383.5,0.009946883641355164,9.946883641355164e-05
1356,müzik,5,1383.5,0.009946883641355164,9.946883641355164e-05
1357,badly,5,1383.5,0.009946883641355164,9.946883641355164e-05
1358,gusta,5,1383.5,0.009946883641355164,9.946883641355164e-05
1359,index,5,1383.5,0.009946883641355164,9.946883641355164e-05
1360,tarántula,5,1383.5,0.009946883641355164,9.946883641355164e-05
1361,eclectic,5,1383.5,0.009946883641355164,9.946883641355164e-05
1362,women,5,1383.5,0.009946883641355164,9.946883641355164e-05
1363,versión,5,1383.5,0.009946883641355164,9.946883641355164e-05
1364,bleeding,5,1383.5,0.009946883641355164,9.946883641355164e-05
1365,btsatmama,5,1383.5,0.009946883641355164,9.946883641355164e-05
1366,ganhou,5,1383.5,0.009946883641355164,9.946883641355164e-05
1367,escuchadas,5,1383.5,0.009946883641355164,9.946883641355164e-05
1368,cantidad,5,1383.5,0.009946883641355164,9.946883641355164e-05
1369,eso,5,1383.5,0.009946883641355164,9.946883641355164e-05
1370,lagu,5,1383.5,0.009946883641355164,9.946883641355164e-05
1371,honored,5,1383.5,0.009946883641355164,9.946883641355164e-05
1372,nana,5,1383.5,0.009946883641355164,9.946883641355164e-05
1373,fernando,5,1383.5,0.009946883641355164,9.946883641355164e-05
1374,date,5,1383.5,0.009946883641355164,9.946883641355164e-05
1375,saat,5,1383.5,0.009946883641355164,9.946883641355164e-05
1376,team,5,1383.5,0.009946883641355164,9.946883641355164e-05
1377,nikoho,5,1383.5,0.009946883641355164,9.946883641355164e-05
1378,estáis,5,1383.5,0.009946883641355164,9.946883641355164e-05
1379,course,5,1383.5,0.009946883641355164,9.946883641355164e-05
1380,invocada,5,1383.5,0.009946883641355164,9.946883641355164e-05
1381,buzz,5,1383.5,0.009946883641355164,9.946883641355164e-05
1382,bruh,5,1383.5,0.009946883641355164,9.946883641355164e-05
1383,reminded,5,1383.5,0.009946883641355164,9.946883641355164e-05
1384,actions,5,1383.5,0.009946883641355164,9.946883641355164e-05
1385,passé,5,1383.5,0.009946883641355164,9.946883641355164e-05
1386,podem,5,1383.5,0.009946883641355164,9.946883641355164e-05
1387,hora,5,1383.5,0.009946883641355164,9.946883641355164e-05
1388,mine,5,1383.5,0.009946883641355164,9.946883641355164e-05
1389,lady,5,1383.5,0.009946883641355164,9.946883641355164e-05
1390,escutar,5,1383.5,0.009946883641355164,9.946883641355164e-05
1391,txtatmama,5,1383.5,0.009946883641355164,9.946883641355164e-05
1392,soy,5,1383.5,0.009946883641355164,9.946883641355164e-05
1393,becomes,5,1383.5,0.009946883641355164,9.946883641355164e-05
1394,wo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1395,gaga,5,1383.5,0.009946883641355164,9.946883641355164e-05
1396,fitting,5,1383.5,0.009946883641355164,9.946883641355164e-05
1397,estoy,5,1383.5,0.009946883641355164,9.946883641355164e-05
1398,eyesorejinx,5,1383.5,0.009946883641355164,9.946883641355164e-05
1399,page,5,1383.5,0.009946883641355164,9.946883641355164e-05
1400,primeracita,5,1383.5,0.009946883641355164,9.946883641355164e-05
1401,second,5,1383.5,0.009946883641355164,9.946883641355164e-05
1402,descubres,5,1383.5,0.009946883641355164,9.946883641355164e-05
1403,latest,5,1383.5,0.009946883641355164,9.946883641355164e-05
1404,nem,5,1383.5,0.009946883641355164,9.946883641355164e-05
1405,gray,5,1383.5,0.009946883641355164,9.946883641355164e-05
1406,bands,5,1383.5,0.009946883641355164,9.946883641355164e-05
1407,hoje,5,1383.5,0.009946883641355164,9.946883641355164e-05
1408,anyways,5,1383.5,0.009946883641355164,9.946883641355164e-05
1409,indo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1410,nemwusic,5,1383.5,0.009946883641355164,9.946883641355164e-05
1411,sabendo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1412,anos,5,1383.5,0.009946883641355164,9.946883641355164e-05
1413,bien,5,1383.5,0.009946883641355164,9.946883641355164e-05
1414,showing,5,1383.5,0.009946883641355164,9.946883641355164e-05
1415,havent,5,1383.5,0.009946883641355164,9.946883641355164e-05
1416,surprised,5,1383.5,0.009946883641355164,9.946883641355164e-05
1417,white,5,1383.5,0.009946883641355164,9.946883641355164e-05
1418,único,5,1383.5,0.009946883641355164,9.946883641355164e-05
1419,cdmx,5,1383.5,0.009946883641355164,9.946883641355164e-05
1420,delta,5,1383.5,0.009946883641355164,9.946883641355164e-05
1421,full,5,1383.5,0.009946883641355164,9.946883641355164e-05
1422,inzayn,5,1383.5,0.009946883641355164,9.946883641355164e-05
1423,ruim,5,1383.5,0.009946883641355164,9.946883641355164e-05
1424,three,5,1383.5,0.009946883641355164,9.946883641355164e-05
1425,sousa,5,1383.5,0.009946883641355164,9.946883641355164e-05
1426,proq,5,1383.5,0.009946883641355164,9.946883641355164e-05
1427,chama,5,1383.5,0.009946883641355164,9.946883641355164e-05
1428,azonto,5,1383.5,0.009946883641355164,9.946883641355164e-05
1429,absolutely,5,1383.5,0.009946883641355164,9.946883641355164e-05
1430,celebremos,5,1383.5,0.009946883641355164,9.946883641355164e-05
1431,corny,5,1383.5,0.009946883641355164,9.946883641355164e-05
1432,confused,5,1383.5,0.009946883641355164,9.946883641355164e-05
1433,россии,5,1383.5,0.009946883641355164,9.946883641355164e-05
1434,internacional,5,1383.5,0.009946883641355164,9.946883641355164e-05
1435,ces,5,1383.5,0.009946883641355164,9.946883641355164e-05
1436,hoping,5,1383.5,0.009946883641355164,9.946883641355164e-05
1437,desde,5,1383.5,0.009946883641355164,9.946883641355164e-05
1438,nezajima,5,1383.5,0.009946883641355164,9.946883641355164e-05
1439,bonito,5,1383.5,0.009946883641355164,9.946883641355164e-05
1440,êtes,5,1383.5,0.009946883641355164,9.946883641355164e-05
1441,dec,5,1383.5,0.009946883641355164,9.946883641355164e-05
1442,boygroup,5,1383.5,0.009946883641355164,9.946883641355164e-05
1443,bom,5,1383.5,0.009946883641355164,9.946883641355164e-05
1444,в,5,1383.5,0.009946883641355164,9.946883641355164e-05
1445,escuchar,5,1383.5,0.009946883641355164,9.946883641355164e-05
1446,move,5,1383.5,0.009946883641355164,9.946883641355164e-05
1447,favorito,5,1383.5,0.009946883641355164,9.946883641355164e-05
1448,chill,5,1383.5,0.009946883641355164,9.946883641355164e-05
1449,huevo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1450,styles,5,1383.5,0.009946883641355164,9.946883641355164e-05
1451,did,5,1383.5,0.009946883641355164,9.946883641355164e-05
1452,d,5,1383.5,0.009946883641355164,9.946883641355164e-05
1453,youthsectorband,5,1383.5,0.009946883641355164,9.946883641355164e-05
1454,doooooo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1455,faz,5,1383.5,0.009946883641355164,9.946883641355164e-05
1456,pouco,5,1383.5,0.009946883641355164,9.946883641355164e-05
1457,trash,5,1383.5,0.009946883641355164,9.946883641355164e-05
1458,olivia,5,1383.5,0.009946883641355164,9.946883641355164e-05
1459,por,5,1383.5,0.009946883641355164,9.946883641355164e-05
1460,va,5,1383.5,0.009946883641355164,9.946883641355164e-05
1461,allowed,5,1383.5,0.009946883641355164,9.946883641355164e-05
1462,else,5,1383.5,0.009946883641355164,9.946883641355164e-05
1463,gg,5,1383.5,0.009946883641355164,9.946883641355164e-05
1464,original,5,1383.5,0.009946883641355164,9.946883641355164e-05
1465,verdinha,5,1383.5,0.009946883641355164,9.946883641355164e-05
1466,mismo,5,1383.5,0.009946883641355164,9.946883641355164e-05
1467,project,5,1383.5,0.009946883641355164,9.946883641355164e-05
1468,ninguem,5,1383.5,0.009946883641355164,9.946883641355164e-05
1469,cara,5,1383.5,0.009946883641355164,9.946883641355164e-05
1470,ranked,5,1383.5,0.009946883641355164,9.946883641355164e-05
1471,wikipedia,5,1383.5,0.009946883641355164,9.946883641355164e-05
1472,found,5,1383.5,0.009946883641355164,9.946883641355164e-05
1473,po,5,1383.5,0.009946883641355164,9.946883641355164e-05
1474,ce,5,1383.5,0.009946883641355164,9.946883641355164e-05
1475,nigga,4,1603.0,0.00795750691308413,7.95750691308413e-05
1476,salió,4,1603.0,0.00795750691308413,7.95750691308413e-05
1477,falta,4,1603.0,0.00795750691308413,7.95750691308413e-05
1478,lakornnitadecu,4,1603.0,0.00795750691308413,7.95750691308413e-05
1479,brand,4,1603.0,0.00795750691308413,7.95750691308413e-05
1480,halen,4,1603.0,0.00795750691308413,7.95750691308413e-05
1481,нет,4,1603.0,0.00795750691308413,7.95750691308413e-05
1482,feeling,4,1603.0,0.00795750691308413,7.95750691308413e-05
1483,earned,4,1603.0,0.00795750691308413,7.95750691308413e-05
1484,records,4,1603.0,0.00795750691308413,7.95750691308413e-05
1485,amazon,4,1603.0,0.00795750691308413,7.95750691308413e-05
1486,nacional,4,1603.0,0.00795750691308413,7.95750691308413e-05
1487,dice,4,1603.0,0.00795750691308413,7.95750691308413e-05
1488,yer,4,1603.0,0.00795750691308413,7.95750691308413e-05
1489,nostalgic,4,1603.0,0.00795750691308413,7.95750691308413e-05
1490,truth,4,1603.0,0.00795750691308413,7.95750691308413e-05
1491,ashamed,4,1603.0,0.00795750691308413,7.95750691308413e-05
1492,madre,4,1603.0,0.00795750691308413,7.95750691308413e-05
1493,promise,4,1603.0,0.00795750691308413,7.95750691308413e-05
1494,change,4,1603.0,0.00795750691308413,7.95750691308413e-05
1495,isso,4,1603.0,0.00795750691308413,7.95750691308413e-05
1496,gentrified,4,1603.0,0.00795750691308413,7.95750691308413e-05
1497,omg,4,1603.0,0.00795750691308413,7.95750691308413e-05
1498,problem,4,1603.0,0.00795750691308413,7.95750691308413e-05
1499,veces,4,1603.0,0.00795750691308413,7.95750691308413e-05
1500,idle,4,1603.0,0.00795750691308413,7.95750691308413e-05
1501,scott,4,1603.0,0.00795750691308413,7.95750691308413e-05
1502,tbh,4,1603.0,0.00795750691308413,7.95750691308413e-05
1503,quase,4,1603.0,0.00795750691308413,7.95750691308413e-05
1504,fictional,4,1603.0,0.00795750691308413,7.95750691308413e-05
1505,skepta,4,1603.0,0.00795750691308413,7.95750691308413e-05
1506,explain,4,1603.0,0.00795750691308413,7.95750691308413e-05
1507,zijn,4,1603.0,0.00795750691308413,7.95750691308413e-05
1508,begin,4,1603.0,0.00795750691308413,7.95750691308413e-05
1509,zevkim,4,1603.0,0.00795750691308413,7.95750691308413e-05
1510,momento,4,1603.0,0.00795750691308413,7.95750691308413e-05
1511,запустился,4,1603.0,0.00795750691308413,7.95750691308413e-05
1512,joey,4,1603.0,0.00795750691308413,7.95750691308413e-05
1513,تم,4,1603.0,0.00795750691308413,7.95750691308413e-05
1514,atrás,4,1603.0,0.00795750691308413,7.95750691308413e-05
1515,contatinho,4,1603.0,0.00795750691308413,7.95750691308413e-05
1516,loop,4,1603.0,0.00795750691308413,7.95750691308413e-05
1517,engraçado,4,1603.0,0.00795750691308413,7.95750691308413e-05
1518,reminding,4,1603.0,0.00795750691308413,7.95750691308413e-05
1519,canada,4,1603.0,0.00795750691308413,7.95750691308413e-05
1520,wat,4,1603.0,0.00795750691308413,7.95750691308413e-05
1521,respectivamente,4,1603.0,0.00795750691308413,7.95750691308413e-05
1522,depressed,4,1603.0,0.00795750691308413,7.95750691308413e-05
1523,disc,4,1603.0,0.00795750691308413,7.95750691308413e-05
1524,감사합니다,4,1603.0,0.00795750691308413,7.95750691308413e-05
1525,learn,4,1603.0,0.00795750691308413,7.95750691308413e-05
1526,marca,4,1603.0,0.00795750691308413,7.95750691308413e-05
1527,mfs,4,1603.0,0.00795750691308413,7.95750691308413e-05
1528,結,4,1603.0,0.00795750691308413,7.95750691308413e-05
1529,includes,4,1603.0,0.00795750691308413,7.95750691308413e-05
1530,spotifyjp,4,1603.0,0.00795750691308413,7.95750691308413e-05
1531,idea,4,1603.0,0.00795750691308413,7.95750691308413e-05
1532,lá,4,1603.0,0.00795750691308413,7.95750691308413e-05
1533,superjunior,4,1603.0,0.00795750691308413,7.95750691308413e-05
1534,deserves,4,1603.0,0.00795750691308413,7.95750691308413e-05
1535,percebendo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1536,vosso,4,1603.0,0.00795750691308413,7.95750691308413e-05
1537,soundtracks,4,1603.0,0.00795750691308413,7.95750691308413e-05
1538,tengo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1539,ti,4,1603.0,0.00795750691308413,7.95750691308413e-05
1540,décennie,4,1603.0,0.00795750691308413,7.95750691308413e-05
1541,singer,4,1603.0,0.00795750691308413,7.95750691308413e-05
1542,médio,4,1603.0,0.00795750691308413,7.95750691308413e-05
1543,nº,4,1603.0,0.00795750691308413,7.95750691308413e-05
1544,jerry,4,1603.0,0.00795750691308413,7.95750691308413e-05
1545,fantastic,4,1603.0,0.00795750691308413,7.95750691308413e-05
1546,karaktersiz,4,1603.0,0.00795750691308413,7.95750691308413e-05
1547,yet,4,1603.0,0.00795750691308413,7.95750691308413e-05
1548,se,4,1603.0,0.00795750691308413,7.95750691308413e-05
1549,vc,4,1603.0,0.00795750691308413,7.95750691308413e-05
1550,ánimo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1551,geronimo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1552,apenas,4,1603.0,0.00795750691308413,7.95750691308413e-05
1553,tuesdayatephémère,4,1603.0,0.00795750691308413,7.95750691308413e-05
1554,wendy,4,1603.0,0.00795750691308413,7.95750691308413e-05
1555,quimera,4,1603.0,0.00795750691308413,7.95750691308413e-05
1556,precious,4,1603.0,0.00795750691308413,7.95750691308413e-05
1557,sa,4,1603.0,0.00795750691308413,7.95750691308413e-05
1558,değilim,4,1603.0,0.00795750691308413,7.95750691308413e-05
1559,special,4,1603.0,0.00795750691308413,7.95750691308413e-05
1560,sign,4,1603.0,0.00795750691308413,7.95750691308413e-05
1561,apps,4,1603.0,0.00795750691308413,7.95750691308413e-05
1562,amando,4,1603.0,0.00795750691308413,7.95750691308413e-05
1563,ku,4,1603.0,0.00795750691308413,7.95750691308413e-05
1564,capaldi,4,1603.0,0.00795750691308413,7.95750691308413e-05
1565,wendyonspotify,4,1603.0,0.00795750691308413,7.95750691308413e-05
1566,öğrendim,4,1603.0,0.00795750691308413,7.95750691308413e-05
1567,vez,4,1603.0,0.00795750691308413,7.95750691308413e-05
1568,downtown,4,1603.0,0.00795750691308413,7.95750691308413e-05
1569,ang,4,1603.0,0.00795750691308413,7.95750691308413e-05
1570,moratbanda,4,1603.0,0.00795750691308413,7.95750691308413e-05
1571,igual,4,1603.0,0.00795750691308413,7.95750691308413e-05
1572,plataformas,4,1603.0,0.00795750691308413,7.95750691308413e-05
1573,stunning,4,1603.0,0.00795750691308413,7.95750691308413e-05
1574,moments,4,1603.0,0.00795750691308413,7.95750691308413e-05
1575,primera,4,1603.0,0.00795750691308413,7.95750691308413e-05
1576,version,4,1603.0,0.00795750691308413,7.95750691308413e-05
1577,final,4,1603.0,0.00795750691308413,7.95750691308413e-05
1578,surprise,4,1603.0,0.00795750691308413,7.95750691308413e-05
1579,özetine,4,1603.0,0.00795750691308413,7.95750691308413e-05
1580,stories,4,1603.0,0.00795750691308413,7.95750691308413e-05
1581,nuevo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1582,daddy,4,1603.0,0.00795750691308413,7.95750691308413e-05
1583,bakmıyorum,4,1603.0,0.00795750691308413,7.95750691308413e-05
1584,ill,4,1603.0,0.00795750691308413,7.95750691308413e-05
1585,spotifyまとめ,4,1603.0,0.00795750691308413,7.95750691308413e-05
1586,justinbieber,4,1603.0,0.00795750691308413,7.95750691308413e-05
1587,dddd,4,1603.0,0.00795750691308413,7.95750691308413e-05
1588,artık,4,1603.0,0.00795750691308413,7.95750691308413e-05
1589,obrigado,4,1603.0,0.00795750691308413,7.95750691308413e-05
1590,yall,4,1603.0,0.00795750691308413,7.95750691308413e-05
1591,goodbye,4,1603.0,0.00795750691308413,7.95750691308413e-05
1592,história,4,1603.0,0.00795750691308413,7.95750691308413e-05
1593,hace,4,1603.0,0.00795750691308413,7.95750691308413e-05
1594,subir,4,1603.0,0.00795750691308413,7.95750691308413e-05
1595,tree,4,1603.0,0.00795750691308413,7.95750691308413e-05
1596,soon,4,1603.0,0.00795750691308413,7.95750691308413e-05
1597,eilish,4,1603.0,0.00795750691308413,7.95750691308413e-05
1598,later,4,1603.0,0.00795750691308413,7.95750691308413e-05
1599,straight,4,1603.0,0.00795750691308413,7.95750691308413e-05
1600,sube,4,1603.0,0.00795750691308413,7.95750691308413e-05
1601,señorita,4,1603.0,0.00795750691308413,7.95750691308413e-05
1602,bomboş,4,1603.0,0.00795750691308413,7.95750691308413e-05
1603,star,4,1603.0,0.00795750691308413,7.95750691308413e-05
1604,yesterday,4,1603.0,0.00795750691308413,7.95750691308413e-05
1605,em,4,1603.0,0.00795750691308413,7.95750691308413e-05
1606,bradley,4,1603.0,0.00795750691308413,7.95750691308413e-05
1607,adam,4,1603.0,0.00795750691308413,7.95750691308413e-05
1608,old,4,1603.0,0.00795750691308413,7.95750691308413e-05
1609,musicislife,4,1603.0,0.00795750691308413,7.95750691308413e-05
1610,sucked,4,1603.0,0.00795750691308413,7.95750691308413e-05
1611,haha,4,1603.0,0.00795750691308413,7.95750691308413e-05
1612,sing,4,1603.0,0.00795750691308413,7.95750691308413e-05
1613,spawned,4,1603.0,0.00795750691308413,7.95750691308413e-05
1614,toh,4,1603.0,0.00795750691308413,7.95750691308413e-05
1615,yiğit,4,1603.0,0.00795750691308413,7.95750691308413e-05
1616,incroyable,4,1603.0,0.00795750691308413,7.95750691308413e-05
1617,viva,4,1603.0,0.00795750691308413,7.95750691308413e-05
1618,في,4,1603.0,0.00795750691308413,7.95750691308413e-05
1619,certification,4,1603.0,0.00795750691308413,7.95750691308413e-05
1620,companhia,4,1603.0,0.00795750691308413,7.95750691308413e-05
1621,floored,4,1603.0,0.00795750691308413,7.95750691308413e-05
1622,escuchados,4,1603.0,0.00795750691308413,7.95750691308413e-05
1623,mij,4,1603.0,0.00795750691308413,7.95750691308413e-05
1624,feyyaz,4,1603.0,0.00795750691308413,7.95750691308413e-05
1625,debuted,4,1603.0,0.00795750691308413,7.95750691308413e-05
1626,gostaram,4,1603.0,0.00795750691308413,7.95750691308413e-05
1627,consideradas,4,1603.0,0.00795750691308413,7.95750691308413e-05
1628,dating,4,1603.0,0.00795750691308413,7.95750691308413e-05
1629,dando,4,1603.0,0.00795750691308413,7.95750691308413e-05
1630,preferido,4,1603.0,0.00795750691308413,7.95750691308413e-05
1631,poderosas,4,1603.0,0.00795750691308413,7.95750691308413e-05
1632,embarrassing,4,1603.0,0.00795750691308413,7.95750691308413e-05
1633,sjofficial,4,1603.0,0.00795750691308413,7.95750691308413e-05
1634,perry,4,1603.0,0.00795750691308413,7.95750691308413e-05
1635,amor,4,1603.0,0.00795750691308413,7.95750691308413e-05
1636,olhei,4,1603.0,0.00795750691308413,7.95750691308413e-05
1637,ounce,4,1603.0,0.00795750691308413,7.95750691308413e-05
1638,choca,4,1603.0,0.00795750691308413,7.95750691308413e-05
1639,çeşitlilikte,4,1603.0,0.00795750691308413,7.95750691308413e-05
1640,ass,4,1603.0,0.00795750691308413,7.95750691308413e-05
1641,mucho,4,1603.0,0.00795750691308413,7.95750691308413e-05
1642,ils,4,1603.0,0.00795750691308413,7.95750691308413e-05
1643,ouvir,4,1603.0,0.00795750691308413,7.95750691308413e-05
1644,aux,4,1603.0,0.00795750691308413,7.95750691308413e-05
1645,nun,4,1603.0,0.00795750691308413,7.95750691308413e-05
1646,padrão,4,1603.0,0.00795750691308413,7.95750691308413e-05
1647,stands,4,1603.0,0.00795750691308413,7.95750691308413e-05
1648,palacio,4,1603.0,0.00795750691308413,7.95750691308413e-05
1649,umrumuzda,4,1603.0,0.00795750691308413,7.95750691308413e-05
1650,notes,4,1603.0,0.00795750691308413,7.95750691308413e-05
1651,ook,4,1603.0,0.00795750691308413,7.95750691308413e-05
1652,likes,4,1603.0,0.00795750691308413,7.95750691308413e-05
1653,trop,4,1603.0,0.00795750691308413,7.95750691308413e-05
1654,posted,4,1603.0,0.00795750691308413,7.95750691308413e-05
1655,stay,4,1603.0,0.00795750691308413,7.95750691308413e-05
1656,emo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1657,rings,4,1603.0,0.00795750691308413,7.95750691308413e-05
1658,recorded,4,1603.0,0.00795750691308413,7.95750691308413e-05
1659,probably,4,1603.0,0.00795750691308413,7.95750691308413e-05
1660,character,4,1603.0,0.00795750691308413,7.95750691308413e-05
1661,parece,4,1603.0,0.00795750691308413,7.95750691308413e-05
1662,avec,4,1603.0,0.00795750691308413,7.95750691308413e-05
1663,favoritas,4,1603.0,0.00795750691308413,7.95750691308413e-05
1664,ese,4,1603.0,0.00795750691308413,7.95750691308413e-05
1665,kind,4,1603.0,0.00795750691308413,7.95750691308413e-05
1666,speak,4,1603.0,0.00795750691308413,7.95750691308413e-05
1667,sarah,4,1603.0,0.00795750691308413,7.95750691308413e-05
1668,forget,4,1603.0,0.00795750691308413,7.95750691308413e-05
1669,пока,4,1603.0,0.00795750691308413,7.95750691308413e-05
1670,successful,4,1603.0,0.00795750691308413,7.95750691308413e-05
1671,joshua,4,1603.0,0.00795750691308413,7.95750691308413e-05
1672,genius,4,1603.0,0.00795750691308413,7.95750691308413e-05
1673,kid,4,1603.0,0.00795750691308413,7.95750691308413e-05
1674,puro,4,1603.0,0.00795750691308413,7.95750691308413e-05
1675,escutada,4,1603.0,0.00795750691308413,7.95750691308413e-05
1676,yaşamayı,4,1603.0,0.00795750691308413,7.95750691308413e-05
1677,andıran,4,1603.0,0.00795750691308413,7.95750691308413e-05
1678,ele,4,1603.0,0.00795750691308413,7.95750691308413e-05
1679,escucharnos,4,1603.0,0.00795750691308413,7.95750691308413e-05
1680,became,4,1603.0,0.00795750691308413,7.95750691308413e-05
1681,lewis,4,1603.0,0.00795750691308413,7.95750691308413e-05
1682,bem,4,1603.0,0.00795750691308413,7.95750691308413e-05
1683,ли,4,1603.0,0.00795750691308413,7.95750691308413e-05
1684,cooper,4,1603.0,0.00795750691308413,7.95750691308413e-05
1685,house,4,1603.0,0.00795750691308413,7.95750691308413e-05
1686,sin,4,1603.0,0.00795750691308413,7.95750691308413e-05
1687,katy,4,1603.0,0.00795750691308413,7.95750691308413e-05
1688,aşureyi,4,1603.0,0.00795750691308413,7.95750691308413e-05
1689,branca,4,1603.0,0.00795750691308413,7.95750691308413e-05
1690,hacen,4,1603.0,0.00795750691308413,7.95750691308413e-05
1691,papá,4,1603.0,0.00795750691308413,7.95750691308413e-05
1692,iedereen,4,1603.0,0.00795750691308413,7.95750691308413e-05
1693,habéis,4,1603.0,0.00795750691308413,7.95750691308413e-05
1694,digitais,4,1603.0,0.00795750691308413,7.95750691308413e-05
1695,bununla,4,1603.0,0.00795750691308413,7.95750691308413e-05
1696,question,4,1603.0,0.00795750691308413,7.95750691308413e-05
1697,yap,4,1603.0,0.00795750691308413,7.95750691308413e-05
1698,why,4,1603.0,0.00795750691308413,7.95750691308413e-05
1699,be,4,1603.0,0.00795750691308413,7.95750691308413e-05
1700,pretty,4,1603.0,0.00795750691308413,7.95750691308413e-05
1701,hello,4,1603.0,0.00795750691308413,7.95750691308413e-05
1702,bater,4,1603.0,0.00795750691308413,7.95750691308413e-05
1703,ups,4,1603.0,0.00795750691308413,7.95750691308413e-05
1704,friends,4,1603.0,0.00795750691308413,7.95750691308413e-05
1705,ending,4,1603.0,0.00795750691308413,7.95750691308413e-05
1706,army,4,1603.0,0.00795750691308413,7.95750691308413e-05
1707,boyunca,4,1603.0,0.00795750691308413,7.95750691308413e-05
1708,gustos,4,1603.0,0.00795750691308413,7.95750691308413e-05
1709,años,4,1603.0,0.00795750691308413,7.95750691308413e-05
1710,vergonha,4,1603.0,0.00795750691308413,7.95750691308413e-05
1711,acabo,4,1603.0,0.00795750691308413,7.95750691308413e-05
1712,gorillaz,4,1603.0,0.00795750691308413,7.95750691308413e-05
1713,ๆ,4,1603.0,0.00795750691308413,7.95750691308413e-05
1714,men,4,1603.0,0.00795750691308413,7.95750691308413e-05
1715,milhões,4,1603.0,0.00795750691308413,7.95750691308413e-05
1716,cabeça,4,1603.0,0.00795750691308413,7.95750691308413e-05
1717,achei,4,1603.0,0.00795750691308413,7.95750691308413e-05
1718,tmb,4,1603.0,0.00795750691308413,7.95750691308413e-05
1719,cl,4,1603.0,0.00795750691308413,7.95750691308413e-05
1720,brought,4,1603.0,0.00795750691308413,7.95750691308413e-05
1721,homem,4,1603.0,0.00795750691308413,7.95750691308413e-05
1722,compte,4,1603.0,0.00795750691308413,7.95750691308413e-05
1723,singularity,4,1603.0,0.00795750691308413,7.95750691308413e-05
1724,tonight,4,1603.0,0.00795750691308413,7.95750691308413e-05
1725,psa,4,1603.0,0.00795750691308413,7.95750691308413e-05
1726,monbebeee,4,1603.0,0.00795750691308413,7.95750691308413e-05
1727,tem,4,1603.0,0.00795750691308413,7.95750691308413e-05
1728,whilst,4,1603.0,0.00795750691308413,7.95750691308413e-05
1729,knows,4,1603.0,0.00795750691308413,7.95750691308413e-05
1730,king,3,1974.0,0.005968130184813098,5.968130184813098e-05
1731,tres,3,1974.0,0.005968130184813098,5.968130184813098e-05
1732,eat,3,1974.0,0.005968130184813098,5.968130184813098e-05
1733,ambas,3,1974.0,0.005968130184813098,5.968130184813098e-05
1734,calibre,3,1974.0,0.005968130184813098,5.968130184813098e-05
1735,spotifyartists,3,1974.0,0.005968130184813098,5.968130184813098e-05
1736,quedar,3,1974.0,0.005968130184813098,5.968130184813098e-05
1737,üzerinde,3,1974.0,0.005968130184813098,5.968130184813098e-05
1738,geïnteresseerd,3,1974.0,0.005968130184813098,5.968130184813098e-05
1739,dekatmu,3,1974.0,0.005968130184813098,5.968130184813098e-05
1740,parabéns,3,1974.0,0.005968130184813098,5.968130184813098e-05
1741,request,3,1974.0,0.005968130184813098,5.968130184813098e-05
1742,rich,3,1974.0,0.005968130184813098,5.968130184813098e-05
1743,estilos,3,1974.0,0.005968130184813098,5.968130184813098e-05
1744,baru,3,1974.0,0.005968130184813098,5.968130184813098e-05
1745,ft,3,1974.0,0.005968130184813098,5.968130184813098e-05
1746,ganhar,3,1974.0,0.005968130184813098,5.968130184813098e-05
1747,mrmomusik,3,1974.0,0.005968130184813098,5.968130184813098e-05
1748,z,3,1974.0,0.005968130184813098,5.968130184813098e-05
1749,oye,3,1974.0,0.005968130184813098,5.968130184813098e-05
1750,ein,3,1974.0,0.005968130184813098,5.968130184813098e-05
1751,by,3,1974.0,0.005968130184813098,5.968130184813098e-05
1752,dat,3,1974.0,0.005968130184813098,5.968130184813098e-05
