,Word,Freq,word_rank,Prob. Per cent,Prob
179,grande,40,179.5,0.07957506913084131,0.0007957506913084131
180,bir,40,179.5,0.07957506913084131,0.0007957506913084131
181,when,39,184.5,0.07758569240257028,0.0007758569240257027
182,ur,39,184.5,0.07758569240257028,0.0007758569240257027
183,kita,39,184.5,0.07758569240257028,0.0007758569240257027
184,how,39,184.5,0.07758569240257028,0.0007758569240257027
185,guy,39,184.5,0.07758569240257028,0.0007758569240257027
186,good,39,184.5,0.07758569240257028,0.0007758569240257027
187,he,38,190.0,0.07559631567429924,0.0007559631567429924
188,su,38,190.0,0.07559631567429924,0.0007559631567429924
189,ha,38,190.0,0.07559631567429924,0.0007559631567429924
190,rap,38,190.0,0.07559631567429924,0.0007559631567429924
191,sur,38,190.0,0.07559631567429924,0.0007559631567429924
192,nasional,37,196.5,0.07360693894602821,0.0007360693894602821
193,komunitas,37,196.5,0.07360693894602821,0.0007360693894602821
194,according,37,196.5,0.07360693894602821,0.0007360693894602821
195,que,37,196.5,0.07360693894602821,0.0007360693894602821
196,gathering,37,196.5,0.07360693894602821,0.0007360693894602821
197,mari,37,196.5,0.07360693894602821,0.0007360693894602821
198,great,37,196.5,0.07360693894602821,0.0007360693894602821
199,tidak,37,196.5,0.07360693894602821,0.0007360693894602821
200,digital,36,203.5,0.07161756221775717,0.0007161756221775717
201,vs,36,203.5,0.07161756221775717,0.0007161756221775717
202,feel,36,203.5,0.07161756221775717,0.0007161756221775717
203,pls,36,203.5,0.07161756221775717,0.0007161756221775717
204,support,36,203.5,0.07161756221775717,0.0007161756221775717
205,total,36,203.5,0.07161756221775717,0.0007161756221775717
206,entiemposdespotify,35,209.0,0.06962818548948616,0.0006962818548948615
207,makes,35,209.0,0.06962818548948616,0.0006962818548948615
208,achieve,35,209.0,0.06962818548948616,0.0006962818548948615
209,track,35,209.0,0.06962818548948616,0.0006962818548948615
210,milestone,35,209.0,0.06962818548948616,0.0006962818548948615
211,spent,34,214.0,0.06763880876121511,0.0006763880876121511
212,let,34,214.0,0.06763880876121511,0.0006763880876121511
213,another,34,214.0,0.06763880876121511,0.0006763880876121511
214,shit,34,214.0,0.06763880876121511,0.0006763880876121511
215,bad,34,214.0,0.06763880876121511,0.0006763880876121511
216,everywhere,33,219.5,0.06564943203294409,0.0006564943203294408
217,fastest,33,219.5,0.06564943203294409,0.0006564943203294408
218,list,33,219.5,0.06564943203294409,0.0006564943203294408
219,go,33,219.5,0.06564943203294409,0.0006564943203294408
220,mentioned,33,219.5,0.06564943203294409,0.0006564943203294408
221,e,33,219.5,0.06564943203294409,0.0006564943203294408
222,lose,32,225.5,0.06366005530467304,0.0006366005530467305
223,is,32,225.5,0.06366005530467304,0.0006366005530467305
224,made,32,225.5,0.06366005530467304,0.0006366005530467305
225,care,32,225.5,0.06366005530467304,0.0006366005530467305
226,here,32,225.5,0.06366005530467304,0.0006366005530467305
227,c,32,225.5,0.06366005530467304,0.0006366005530467305
228,on,31,234.0,0.06167067857640201,0.0006167067857640201
229,cleopatrakv,31,234.0,0.06167067857640201,0.0006167067857640201
230,cleopatra,31,234.0,0.06167067857640201,0.0006167067857640201
231,netflix,31,234.0,0.06167067857640201,0.0006167067857640201
232,le,31,234.0,0.06167067857640201,0.0006167067857640201
233,todo,31,234.0,0.06167067857640201,0.0006167067857640201
234,charice,31,234.0,0.06167067857640201,0.0006167067857640201
235,pyramid,31,234.0,0.06167067857640201,0.0006167067857640201
236,fic,31,234.0,0.06167067857640201,0.0006167067857640201
237,next,31,234.0,0.06167067857640201,0.0006167067857640201
238,plus,31,234.0,0.06167067857640201,0.0006167067857640201
239,keep,30,244.0,0.059681301848130974,0.0005968130184813098
240,also,30,244.0,0.059681301848130974,0.0005968130184813098
241,basic,30,244.0,0.059681301848130974,0.0005968130184813098
242,yang,30,244.0,0.059681301848130974,0.0005968130184813098
243,thebeatles,30,244.0,0.059681301848130974,0.0005968130184813098
244,crown,30,244.0,0.059681301848130974,0.0005968130184813098
245,di,30,244.0,0.059681301848130974,0.0005968130184813098
246,jonasbrothers,30,244.0,0.059681301848130974,0.0005968130184813098
247,lot,30,244.0,0.059681301848130974,0.0005968130184813098
248,queenwillrock,29,255.5,0.05769192511985995,0.0005769192511985995
249,onedirection,29,255.5,0.05769192511985995,0.0005769192511985995
250,rihanna,29,255.5,0.05769192511985995,0.0005769192511985995
251,lauv,29,255.5,0.05769192511985995,0.0005769192511985995
252,nominated,29,255.5,0.05769192511985995,0.0005769192511985995
253,stats,29,255.5,0.05769192511985995,0.0005769192511985995
254,of,29,255.5,0.05769192511985995,0.0005769192511985995
255,coldplay,29,255.5,0.05769192511985995,0.0005769192511985995
256,chilipeppers,29,255.5,0.05769192511985995,0.0005769192511985995
257,guys,29,255.5,0.05769192511985995,0.0005769192511985995
258,br,29,255.5,0.05769192511985995,0.0005769192511985995
259,billieeilish,29,255.5,0.05769192511985995,0.0005769192511985995
260,linkinpark,29,255.5,0.05769192511985995,0.0005769192511985995
261,comeback,29,255.5,0.05769192511985995,0.0005769192511985995
262,ftw,28,270.5,0.05570254839158892,0.0005570254839158892
263,yıl,28,270.5,0.05570254839158892,0.0005570254839158892
264,solo,28,270.5,0.05570254839158892,0.0005570254839158892
265,want,28,270.5,0.05570254839158892,0.0005570254839158892
266,imaginedragons,28,270.5,0.05570254839158892,0.0005570254839158892
267,panicatthedisco,28,270.5,0.05570254839158892,0.0005570254839158892
268,week,28,270.5,0.05570254839158892,0.0005570254839158892
269,twentyonepilots,28,270.5,0.05570254839158892,0.0005570254839158892
270,ahora,28,270.5,0.05570254839158892,0.0005570254839158892
271,falloutboy,28,270.5,0.05570254839158892,0.0005570254839158892
272,gente,28,270.5,0.05570254839158892,0.0005570254839158892
273,thechainsmokers,28,270.5,0.05570254839158892,0.0005570254839158892
274,todas,28,270.5,0.05570254839158892,0.0005570254839158892
275,app,28,270.5,0.05570254839158892,0.0005570254839158892
276,eres,28,270.5,0.05570254839158892,0.0005570254839158892
277,today,28,270.5,0.05570254839158892,0.0005570254839158892
278,awards,27,285.0,0.053713171663317884,0.0005371317166331788
279,become,27,285.0,0.053713171663317884,0.0005371317166331788
280,için,27,285.0,0.053713171663317884,0.0005371317166331788
281,reached,27,285.0,0.053713171663317884,0.0005371317166331788
282,monsta,27,285.0,0.053713171663317884,0.0005371317166331788
283,share,27,285.0,0.053713171663317884,0.0005371317166331788
284,canción,27,285.0,0.053713171663317884,0.0005371317166331788
285,pay,27,285.0,0.053713171663317884,0.0005371317166331788
286,taylor,27,285.0,0.053713171663317884,0.0005371317166331788
287,var,27,285.0,0.053713171663317884,0.0005371317166331788
288,amazing,27,285.0,0.053713171663317884,0.0005371317166331788
289,tendo,27,285.0,0.053713171663317884,0.0005371317166331788
290,ok,27,285.0,0.053713171663317884,0.0005371317166331788
291,rock,26,296.5,0.05172379493504685,0.0005172379493504685
292,son,26,296.5,0.05172379493504685,0.0005172379493504685
293,porque,26,296.5,0.05172379493504685,0.0005172379493504685
294,check,26,296.5,0.05172379493504685,0.0005172379493504685
295,acaba,26,296.5,0.05172379493504685,0.0005172379493504685
296,minutes,26,296.5,0.05172379493504685,0.0005172379493504685
297,certain,26,296.5,0.05172379493504685,0.0005172379493504685
298,after,26,296.5,0.05172379493504685,0.0005172379493504685
299,mark,26,296.5,0.05172379493504685,0.0005172379493504685
300,si,26,296.5,0.05172379493504685,0.0005172379493504685
301,girl,25,311.0,0.049734418206775814,0.0004973441820677582
302,todos,25,311.0,0.049734418206775814,0.0004973441820677582
303,exodeux,25,311.0,0.049734418206775814,0.0004973441820677582
304,arianagrande,25,311.0,0.049734418206775814,0.0004973441820677582
305,are,25,311.0,0.049734418206775814,0.0004973441820677582
306,una,25,311.0,0.049734418206775814,0.0004973441820677582
307,followed,25,311.0,0.049734418206775814,0.0004973441820677582
308,show,25,311.0,0.049734418206775814,0.0004973441820677582
309,armys,25,311.0,0.049734418206775814,0.0004973441820677582
310,anitta,25,311.0,0.049734418206775814,0.0004973441820677582
311,non,25,311.0,0.049734418206775814,0.0004973441820677582
312,has,25,311.0,0.049734418206775814,0.0004973441820677582
313,vocês,25,311.0,0.049734418206775814,0.0004973441820677582
314,layzhang,25,311.0,0.049734418206775814,0.0004973441820677582
315,fuck,25,311.0,0.049734418206775814,0.0004973441820677582
316,falan,25,311.0,0.049734418206775814,0.0004973441820677582
317,wait,25,311.0,0.049734418206775814,0.0004973441820677582
318,cover,25,311.0,0.049734418206775814,0.0004973441820677582
319,sent,25,311.0,0.049734418206775814,0.0004973441820677582
320,q,24,324.0,0.047745041478504786,0.00047745041478504787
321,best,24,324.0,0.047745041478504786,0.00047745041478504787
322,sad,24,324.0,0.047745041478504786,0.00047745041478504787
323,butterfly,24,324.0,0.047745041478504786,0.00047745041478504787
324,playlists,24,324.0,0.047745041478504786,0.00047745041478504787
325,pero,24,324.0,0.047745041478504786,0.00047745041478504787
326,nah,24,324.0,0.047745041478504786,0.00047745041478504787
327,quiero,23,334.5,0.04575566475023375,0.0004575566475023375
328,de,23,334.5,0.04575566475023375,0.0004575566475023375
329,aparecer,23,334.5,0.04575566475023375,0.0004575566475023375
330,número,23,334.5,0.04575566475023375,0.0004575566475023375
331,o,23,334.5,0.04575566475023375,0.0004575566475023375
332,sizin,23,334.5,0.04575566475023375,0.0004575566475023375
333,single,23,334.5,0.04575566475023375,0.0004575566475023375
334,yearly,23,334.5,0.04575566475023375,0.0004575566475023375
335,put,23,334.5,0.04575566475023375,0.0004575566475023375
336,tocados,23,334.5,0.04575566475023375,0.0004575566475023375
337,do,23,334.5,0.04575566475023375,0.0004575566475023375
338,review,23,334.5,0.04575566475023375,0.0004575566475023375
339,yt,23,334.5,0.04575566475023375,0.0004575566475023375
340,dm,23,334.5,0.04575566475023375,0.0004575566475023375
341,retrospectivaspotify,22,349.5,0.04376628802196272,0.0004376628802196272
342,bizim,22,349.5,0.04376628802196272,0.0004376628802196272
343,dinlediğiniz,22,349.5,0.04376628802196272,0.0004376628802196272
344,use,22,349.5,0.04376628802196272,0.0004376628802196272
345,deezer,22,349.5,0.04376628802196272,0.0004376628802196272
346,included,22,349.5,0.04376628802196272,0.0004376628802196272
347,if,22,349.5,0.04376628802196272,0.0004376628802196272
348,legal,22,349.5,0.04376628802196272,0.0004376628802196272
349,touchin,22,349.5,0.04376628802196272,0.0004376628802196272
350,ser,22,349.5,0.04376628802196272,0.0004376628802196272
351,superior,22,349.5,0.04376628802196272,0.0004376628802196272
352,obsessedwithexo,22,349.5,0.04376628802196272,0.0004376628802196272
353,lista,22,349.5,0.04376628802196272,0.0004376628802196272
354,mı,22,349.5,0.04376628802196272,0.0004376628802196272
355,kangdaniel,22,349.5,0.04376628802196272,0.0004376628802196272
356,social,22,349.5,0.04376628802196272,0.0004376628802196272
357,play,21,371.5,0.04177691129369169,0.0004177691129369169
358,kimsenin,21,371.5,0.04177691129369169,0.0004177691129369169
359,umrunda,21,371.5,0.04177691129369169,0.0004177691129369169
360,believe,21,371.5,0.04177691129369169,0.0004177691129369169
361,for,21,371.5,0.04177691129369169,0.0004177691129369169
362,recap,21,371.5,0.04177691129369169,0.0004177691129369169
363,clearly,21,371.5,0.04177691129369169,0.0004177691129369169
364,now,21,371.5,0.04177691129369169,0.0004177691129369169
365,video,21,371.5,0.04177691129369169,0.0004177691129369169
366,happy,21,371.5,0.04177691129369169,0.0004177691129369169
367,ama,21,371.5,0.04177691129369169,0.0004177691129369169
368,koyduklarım,21,371.5,0.04177691129369169,0.0004177691129369169
369,etmiyorlarmış,21,371.5,0.04177691129369169,0.0004177691129369169
370,olmamasının,21,371.5,0.04177691129369169,0.0004177691129369169
371,sayın,21,371.5,0.04177691129369169,0.0004177691129369169
372,değil,21,371.5,0.04177691129369169,0.0004177691129369169
373,well,21,371.5,0.04177691129369169,0.0004177691129369169
374,amına,21,371.5,0.04177691129369169,0.0004177691129369169
375,toda,21,371.5,0.04177691129369169,0.0004177691129369169
376,merak,21,371.5,0.04177691129369169,0.0004177691129369169
377,dinlediğimizi,21,371.5,0.04177691129369169,0.0004177691129369169
378,fans,21,371.5,0.04177691129369169,0.0004177691129369169
379,oh,21,371.5,0.04177691129369169,0.0004177691129369169
380,sikinizde,21,371.5,0.04177691129369169,0.0004177691129369169
381,ehemmiyeti,21,371.5,0.04177691129369169,0.0004177691129369169
382,nada,21,371.5,0.04177691129369169,0.0004177691129369169
383,día,21,371.5,0.04177691129369169,0.0004177691129369169
384,last,21,371.5,0.04177691129369169,0.0004177691129369169
385,mean,20,394.5,0.039787534565420654,0.00039787534565420655
386,viu,20,394.5,0.039787534565420654,0.00039787534565420655
387,cuenta,20,394.5,0.039787534565420654,0.00039787534565420655
388,remember,20,394.5,0.039787534565420654,0.00039787534565420655
389,hov,20,394.5,0.039787534565420654,0.00039787534565420655
390,japan,20,394.5,0.039787534565420654,0.00039787534565420655
391,conquistas,20,394.5,0.039787534565420654,0.00039787534565420655
392,update,20,394.5,0.039787534565420654,0.00039787534565420655
393,link,20,394.5,0.039787534565420654,0.00039787534565420655
394,est,20,394.5,0.039787534565420654,0.00039787534565420655
395,favorite,20,394.5,0.039787534565420654,0.00039787534565420655
396,ai,20,394.5,0.039787534565420654,0.00039787534565420655
397,apareceu,20,394.5,0.039787534565420654,0.00039787534565420655
398,korean,20,394.5,0.039787534565420654,0.00039787534565420655
399,reply,20,394.5,0.039787534565420654,0.00039787534565420655
400,tusa,20,394.5,0.039787534565420654,0.00039787534565420655
401,fav,20,394.5,0.039787534565420654,0.00039787534565420655
402,txt,20,394.5,0.039787534565420654,0.00039787534565420655
403,vpn,19,418.5,0.03779815783714962,0.0003779815783714962
404,would,19,418.5,0.03779815783714962,0.0003779815783714962
405,scribd,19,418.5,0.03779815783714962,0.0003779815783714962
406,dozens,19,418.5,0.03779815783714962,0.0003779815783714962
407,enough,19,418.5,0.03779815783714962,0.0003779815783714962
408,selingstuf,19,418.5,0.03779815783714962,0.0003779815783714962
409,america,19,418.5,0.03779815783714962,0.0003779815783714962
410,yani,19,418.5,0.03779815783714962,0.0003779815783714962
411,sold,19,418.5,0.03779815783714962,0.0003779815783714962
412,december,19,418.5,0.03779815783714962,0.0003779815783714962
413,boyu,19,418.5,0.03779815783714962,0.0003779815783714962
414,fine,19,418.5,0.03779815783714962,0.0003779815783714962
415,pek,19,418.5,0.03779815783714962,0.0003779815783714962
416,canva,19,418.5,0.03779815783714962,0.0003779815783714962
417,lr,19,418.5,0.03779815783714962,0.0003779815783714962
418,thing,19,418.5,0.03779815783714962,0.0003779815783714962
419,preset,19,418.5,0.03779815783714962,0.0003779815783714962
420,month,19,418.5,0.03779815783714962,0.0003779815783714962
421,yes,19,418.5,0.03779815783714962,0.0003779815783714962
422,littlemix,19,418.5,0.03779815783714962,0.0003779815783714962
423,graças,19,418.5,0.03779815783714962,0.0003779815783714962
424,canciones,19,418.5,0.03779815783714962,0.0003779815783714962
425,even,19,418.5,0.03779815783714962,0.0003779815783714962
426,sanki,19,418.5,0.03779815783714962,0.0003779815783714962
427,grammarly,19,418.5,0.03779815783714962,0.0003779815783714962
428,şimdi,19,418.5,0.03779815783714962,0.0003779815783714962
429,nord,19,418.5,0.03779815783714962,0.0003779815783714962
430,melhores,19,418.5,0.03779815783714962,0.0003779815783714962
431,definitely,19,418.5,0.03779815783714962,0.0003779815783714962
432,help,19,418.5,0.03779815783714962,0.0003779815783714962
433,being,18,442.5,0.035808781108878585,0.00035808781108878586
434,twice,18,442.5,0.035808781108878585,0.00035808781108878586
435,glad,18,442.5,0.035808781108878585,0.00035808781108878586
436,welcome,18,442.5,0.035808781108878585,0.00035808781108878586
437,vcs,18,442.5,0.035808781108878585,0.00035808781108878586
438,sea,18,442.5,0.035808781108878585,0.00035808781108878586
439,escuchada,18,442.5,0.035808781108878585,0.00035808781108878586
440,eu,18,442.5,0.035808781108878585,0.00035808781108878586
441,nickiminaj,18,442.5,0.035808781108878585,0.00035808781108878586
442,making,18,442.5,0.035808781108878585,0.00035808781108878586
443,birthday,18,442.5,0.035808781108878585,0.00035808781108878586
444,kızmayın,18,442.5,0.035808781108878585,0.00035808781108878586
445,spotifyawards,18,442.5,0.035808781108878585,0.00035808781108878586
446,genuinely,18,442.5,0.035808781108878585,0.00035808781108878586
447,win,18,442.5,0.035808781108878585,0.00035808781108878586
448,selenagomez,18,442.5,0.035808781108878585,0.00035808781108878586
449,epiphany,18,442.5,0.035808781108878585,0.00035808781108878586
450,international,18,442.5,0.035808781108878585,0.00035808781108878586
451,since,17,460.0,0.03381940438060756,0.00033819404380607557
452,convenient,17,460.0,0.03381940438060756,0.00033819404380607557
453,stop,17,460.0,0.03381940438060756,0.00033819404380607557
454,end,17,460.0,0.03381940438060756,0.00033819404380607557
455,tus,17,460.0,0.03381940438060756,0.00033819404380607557
456,brazil,17,460.0,0.03381940438060756,0.00033819404380607557
457,karolgmusic,17,460.0,0.03381940438060756,0.00033819404380607557
458,soobinbirthday,17,460.0,0.03381940438060756,0.00033819404380607557
459,tv,17,460.0,0.03381940438060756,0.00033819404380607557
