,dsn,x_ds0,y_total,sg
413,ds2,ÁGUA E ESGOTO ,173,DEM
414,ds3,ÁGUA E ESGOTO ,0,DEM
415,ds4,ÁGUA E ESGOTO ,0,DEM
416,ds1,SERVIÇOS DE LIMPEZA ,92,DEM
417,ds2,SERVIÇOS DE LIMPEZA ,92,DEM
418,ds3,SERVIÇOS DE LIMPEZA ,2,DEM
419,ds4,SERVIÇOS DE LIMPEZA ,0,DEM
420,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,1,DEM
421,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,1,DEM
422,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,DEM
423,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,DEM
424,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,1,DEM
425,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,1,DEM
426,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,DEM
427,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,DEM
428,ds1,PROPAGANDA E PUBLICIDADE ,74,DEM
429,ds2,PROPAGANDA E PUBLICIDADE ,74,DEM
430,ds3,PROPAGANDA E PUBLICIDADE ,0,DEM
431,ds4,PROPAGANDA E PUBLICIDADE ,0,DEM
432,ds1,RECOLHIMENTOS AO ERÁRIO ,12,DEM
433,ds2,RECOLHIMENTOS AO ERÁRIO ,12,DEM
434,ds3,RECOLHIMENTOS AO ERÁRIO ,12,DEM
435,ds4,RECOLHIMENTOS AO ERÁRIO ,0,DEM
436,ds1,SEGURANÇA E VIGILÂNCIA ,98,DEM
437,ds2,SEGURANÇA E VIGILÂNCIA ,98,DEM
438,ds3,SEGURANÇA E VIGILÂNCIA ,0,DEM
439,ds4,SEGURANÇA E VIGILÂNCIA ,0,DEM
440,ds1,OUTROS ORDINÁRIAS,4,DEM
441,ds2,OUTROS ORDINÁRIAS,0,DEM
442,ds3,OUTROS ORDINÁRIAS,0,DEM
443,ds4,OUTROS ORDINÁRIAS,0,DEM
444,ds1,SEMINÁRIOS ,4,DEM
445,ds2,SEMINÁRIOS ,4,DEM
446,ds3,SEMINÁRIOS ,0,DEM
447,ds4,SEMINÁRIOS ,0,DEM
448,ds1,OBRIGAÇÕES DIVERSAS ,10,DEM
449,ds2,OBRIGAÇÕES DIVERSAS ,10,DEM
450,ds3,OBRIGAÇÕES DIVERSAS ,0,DEM
451,ds4,OBRIGAÇÕES DIVERSAS ,0,DEM
452,ds1,DESPESAS FINANCEIRAS ,14015,MDB
453,ds2,DESPESAS FINANCEIRAS ,14015,MDB
454,ds3,DESPESAS FINANCEIRAS ,0,MDB
455,ds4,DESPESAS FINANCEIRAS ,0,MDB
456,ds1,PESSOAL ,6993,MDB
457,ds2,PESSOAL ,6993,MDB
458,ds3,PESSOAL ,6993,MDB
459,ds4,PESSOAL ,0,MDB
460,ds1,TRANSPORTES E VIAGENS ,1530,MDB
461,ds2,TRANSPORTES E VIAGENS ,1530,MDB
462,ds3,TRANSPORTES E VIAGENS ,1530,MDB
463,ds4,TRANSPORTES E VIAGENS ,0,MDB
464,ds1,ALUGUÉIS E CONDOMÍNIOS ,1400,MDB
465,ds2,ALUGUÉIS E CONDOMÍNIOS ,1400,MDB
466,ds3,ALUGUÉIS E CONDOMÍNIOS ,1400,MDB
467,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,MDB
468,ds1,CONVENÇÕES PARTIDÁRIAS ,251,MDB
469,ds2,CONVENÇÕES PARTIDÁRIAS ,251,MDB
470,ds3,CONVENÇÕES PARTIDÁRIAS ,0,MDB
471,ds4,CONVENÇÕES PARTIDÁRIAS ,0,MDB
472,ds1,CONVENÇÕES ,43,MDB
473,ds2,CONVENÇÕES ,43,MDB
474,ds3,CONVENÇÕES ,0,MDB
475,ds4,CONVENÇÕES ,0,MDB
476,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,3468,MDB
477,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,3468,MDB
478,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,3468,MDB
479,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,MDB
480,ds1,EVENTOS PROMOCIONAIS ,310,MDB
481,ds2,EVENTOS PROMOCIONAIS ,310,MDB
482,ds3,EVENTOS PROMOCIONAIS ,0,MDB
483,ds4,EVENTOS PROMOCIONAIS ,0,MDB
484,ds1,MATERIAL DE CONSUMO ,1777,MDB
485,ds2,MATERIAL DE CONSUMO ,1777,MDB
486,ds3,MATERIAL DE CONSUMO ,1777,MDB
487,ds4,MATERIAL DE CONSUMO ,0,MDB
488,ds1,TELECOMUNICAÇÕES E INTERNET ,2214,MDB
489,ds2,TELECOMUNICAÇÕES E INTERNET ,2214,MDB
490,ds3,TELECOMUNICAÇÕES E INTERNET ,0,MDB
491,ds4,TELECOMUNICAÇÕES E INTERNET ,0,MDB
492,ds1,SERVIÇOS POSTAIS ,267,MDB
493,ds2,SERVIÇOS POSTAIS ,267,MDB
494,ds3,SERVIÇOS POSTAIS ,0,MDB
495,ds4,SERVIÇOS POSTAIS ,0,MDB
496,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,103,MDB
497,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,103,MDB
498,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,MDB
499,ds4,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,MDB
500,ds1,SERVIÇOS DE LIMPEZA ,200,MDB
501,ds2,SERVIÇOS DE LIMPEZA ,200,MDB
502,ds3,SERVIÇOS DE LIMPEZA ,5,MDB
503,ds4,SERVIÇOS DE LIMPEZA ,0,MDB
504,ds1,LANCHES E REFEIÇÕES ,445,MDB
505,ds2,LANCHES E REFEIÇÕES ,445,MDB
506,ds3,LANCHES E REFEIÇÕES ,0,MDB
507,ds4,LANCHES E REFEIÇÕES ,0,MDB
508,ds1,SEGURANÇA E VIGILÂNCIA ,262,MDB
509,ds2,SEGURANÇA E VIGILÂNCIA ,262,MDB
510,ds3,SEGURANÇA E VIGILÂNCIA ,0,MDB
511,ds4,SEGURANÇA E VIGILÂNCIA ,0,MDB
512,ds1,SEGUROS ,102,MDB
513,ds2,SEGUROS ,102,MDB
514,ds3,SEGUROS ,0,MDB
515,ds4,SEGUROS ,0,MDB
516,ds1,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,30,MDB
517,ds2,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,30,MDB
518,ds3,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,MDB
519,ds4,DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS ,0,MDB
520,ds1,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,16,MDB
521,ds2,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,16,MDB
522,ds3,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,MDB
523,ds4,FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA ,0,MDB
524,ds1,ENERGIA ELÉTRICA ,1104,MDB
525,ds2,ENERGIA ELÉTRICA ,1104,MDB
526,ds3,ENERGIA ELÉTRICA ,0,MDB
527,ds4,ENERGIA ELÉTRICA ,0,MDB
528,ds1,RECOLHIMENTOS AO ERÁRIO ,56,MDB
529,ds2,RECOLHIMENTOS AO ERÁRIO ,56,MDB
530,ds3,RECOLHIMENTOS AO ERÁRIO ,56,MDB
531,ds4,RECOLHIMENTOS AO ERÁRIO ,0,MDB
532,ds1,OUTRAS DESPESAS GERAIS ,743,MDB
533,ds2,OUTRAS DESPESAS GERAIS ,743,MDB
534,ds3,OUTRAS DESPESAS GERAIS ,0,MDB
535,ds4,OUTRAS DESPESAS GERAIS ,0,MDB
536,ds1,OUTROS ORDINÁRIAS,55,MDB
537,ds2,OUTROS ORDINÁRIAS,0,MDB
538,ds3,OUTROS ORDINÁRIAS,0,MDB
539,ds4,OUTROS ORDINÁRIAS,0,MDB
540,ds1,TRIBUTOS ,902,MDB
541,ds2,TRIBUTOS ,902,MDB
542,ds3,TRIBUTOS ,902,MDB
543,ds4,TRIBUTOS ,0,MDB
544,ds1,PROPAGANDA E PUBLICIDADE ,117,MDB
545,ds2,PROPAGANDA E PUBLICIDADE ,117,MDB
546,ds3,PROPAGANDA E PUBLICIDADE ,0,MDB
547,ds4,PROPAGANDA E PUBLICIDADE ,0,MDB
548,ds1,SERVIÇOS CARTORÁRIOS ,184,MDB
549,ds2,SERVIÇOS CARTORÁRIOS ,184,MDB
550,ds3,SERVIÇOS CARTORÁRIOS ,0,MDB
551,ds4,SERVIÇOS CARTORÁRIOS ,0,MDB
552,ds1,PUBLICAÇÕES ,130,MDB
553,ds2,PUBLICAÇÕES ,130,MDB
554,ds3,PUBLICAÇÕES ,0,MDB
555,ds4,PUBLICAÇÕES ,0,MDB
556,ds1,ÁGUA E ESGOTO ,584,MDB
557,ds2,ÁGUA E ESGOTO ,584,MDB
558,ds3,ÁGUA E ESGOTO ,0,MDB
559,ds4,ÁGUA E ESGOTO ,0,MDB
560,ds1,OBRIGAÇÕES DIVERSAS ,196,MDB
561,ds2,OBRIGAÇÕES DIVERSAS ,196,MDB
562,ds3,OBRIGAÇÕES DIVERSAS ,0,MDB
563,ds4,OBRIGAÇÕES DIVERSAS ,0,MDB
564,ds1,CONGRESSOS ,24,MDB
565,ds2,CONGRESSOS ,24,MDB
566,ds3,CONGRESSOS ,0,MDB
567,ds4,CONGRESSOS ,0,MDB
568,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,109,MDB
569,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,109,MDB
570,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,MDB
571,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,MDB
572,ds1,ATIVO PERMANENTE ,135,MDB
573,ds2,ATIVO PERMANENTE ,135,MDB
574,ds3,ATIVO PERMANENTE ,135,MDB
575,ds4,ATIVO PERMANENTE ,0,MDB
576,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,13,MDB
577,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,13,MDB
578,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,MDB
579,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,MDB
580,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",749,MDB
581,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",749,MDB
582,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",10,MDB
583,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,MDB
584,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,436,MDB
585,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,436,MDB
586,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,436,MDB
587,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,436,MDB
588,ds1,DESPESAS JUDICIAIS ,230,MDB
589,ds2,DESPESAS JUDICIAIS ,230,MDB
590,ds3,DESPESAS JUDICIAIS ,0,MDB
591,ds4,DESPESAS JUDICIAIS ,0,MDB
592,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,5,MDB
593,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,5,MDB
594,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,MDB
595,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,MDB
596,ds1,SEMINÁRIOS ,116,MDB
597,ds2,SEMINÁRIOS ,116,MDB
598,ds3,SEMINÁRIOS ,0,MDB
599,ds4,SEMINÁRIOS ,0,MDB
600,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",81,MDB
601,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",81,MDB
602,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,MDB
603,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,MDB
604,ds1,PRODUÇÃO DE AUDIOVISUAIS ,54,MDB
605,ds2,PRODUÇÃO DE AUDIOVISUAIS ,54,MDB
606,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,MDB
607,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,MDB
608,ds1,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,48,MDB
609,ds2,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,48,MDB
610,ds3,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,MDB
611,ds4,OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA ,0,MDB
612,ds1,ALISTAMENTO ,63,MDB
613,ds2,ALISTAMENTO ,63,MDB
614,ds3,ALISTAMENTO ,0,MDB
615,ds4,ALISTAMENTO ,0,MDB
616,ds1,RÁDIO E TELEVISÃO ,22,MDB
617,ds2,RÁDIO E TELEVISÃO ,22,MDB
618,ds3,RÁDIO E TELEVISÃO ,0,MDB
619,ds4,RÁDIO E TELEVISÃO ,0,MDB
620,ds1,ADIANTAMENTOS DIVERSOS ,111,MDB
621,ds2,ADIANTAMENTOS DIVERSOS ,111,MDB
622,ds3,ADIANTAMENTOS DIVERSOS ,0,MDB
623,ds4,ADIANTAMENTOS DIVERSOS ,0,MDB
624,ds1,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,1,MDB
625,ds2,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,1,MDB
626,ds3,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,MDB
627,ds4,OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA ,0,MDB
628,ds1,DESPESAS GERAIS ,6,MDB
629,ds2,DESPESAS GERAIS ,6,MDB
630,ds3,DESPESAS GERAIS ,6,MDB
631,ds4,DESPESAS GERAIS ,0,MDB
632,ds1,TRANSFERÊNCIAS EFETUADAS ,4,MDB
633,ds2,TRANSFERÊNCIAS EFETUADAS ,4,MDB
634,ds3,TRANSFERÊNCIAS EFETUADAS ,4,MDB
635,ds4,TRANSFERÊNCIAS EFETUADAS ,0,MDB
636,ds1,OUTROS MULHERES,1,MDB
637,ds2,OUTROS MULHERES,0,MDB
638,ds3,OUTROS MULHERES,0,MDB
639,ds4,OUTROS MULHERES,0,MDB
640,ds1,ASSUNÇÃO DE OBRIGAÇÕES ,1,MDB
641,ds2,ASSUNÇÃO DE OBRIGAÇÕES ,1,MDB
642,ds3,ASSUNÇÃO DE OBRIGAÇÕES ,0,MDB
643,ds4,ASSUNÇÃO DE OBRIGAÇÕES ,0,MDB
644,ds1,DESPESAS FINANCEIRAS ,3933,NOVO
645,ds2,DESPESAS FINANCEIRAS ,3933,NOVO
646,ds3,DESPESAS FINANCEIRAS ,0,NOVO
647,ds4,DESPESAS FINANCEIRAS ,0,NOVO
648,ds1,ASSUNÇÃO DE OBRIGAÇÕES ,848,NOVO
649,ds2,ASSUNÇÃO DE OBRIGAÇÕES ,848,NOVO
650,ds3,ASSUNÇÃO DE OBRIGAÇÕES ,0,NOVO
651,ds4,ASSUNÇÃO DE OBRIGAÇÕES ,0,NOVO
652,ds1,PESSOAL ,838,NOVO
653,ds2,PESSOAL ,838,NOVO
654,ds3,PESSOAL ,838,NOVO
655,ds4,PESSOAL ,0,NOVO
656,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2247,NOVO
657,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2247,NOVO
658,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,2247,NOVO
659,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,NOVO
660,ds1,TRIBUTOS ,3545,NOVO
661,ds2,TRIBUTOS ,3545,NOVO
662,ds3,TRIBUTOS ,3545,NOVO
663,ds4,TRIBUTOS ,0,NOVO
664,ds1,OUTROS MULHERES,1,NOVO
665,ds2,OUTROS MULHERES,0,NOVO
666,ds3,OUTROS MULHERES,0,NOVO
667,ds4,OUTROS MULHERES,0,NOVO
668,ds1,OUTROS ORDINÁRIAS,113,NOVO
669,ds2,OUTROS ORDINÁRIAS,0,NOVO
670,ds3,OUTROS ORDINÁRIAS,0,NOVO
671,ds4,OUTROS ORDINÁRIAS,0,NOVO
672,ds1,ADIANTAMENTOS DIVERSOS ,52,NOVO
673,ds2,ADIANTAMENTOS DIVERSOS ,52,NOVO
674,ds3,ADIANTAMENTOS DIVERSOS ,0,NOVO
675,ds4,ADIANTAMENTOS DIVERSOS ,0,NOVO
676,ds1,DESPESAS JUDICIAIS ,4,NOVO
677,ds2,DESPESAS JUDICIAIS ,4,NOVO
678,ds3,DESPESAS JUDICIAIS ,0,NOVO
679,ds4,DESPESAS JUDICIAIS ,0,NOVO
680,ds1,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,37,NOVO
681,ds2,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,37,NOVO
682,ds3,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,NOVO
683,ds4,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,0,NOVO
684,ds1,SERVIÇOS DE LIMPEZA ,67,NOVO
685,ds2,SERVIÇOS DE LIMPEZA ,67,NOVO
686,ds3,SERVIÇOS DE LIMPEZA ,41,NOVO
687,ds4,SERVIÇOS DE LIMPEZA ,0,NOVO
688,ds1,PRODUÇÃO DE AUDIOVISUAIS ,77,NOVO
689,ds2,PRODUÇÃO DE AUDIOVISUAIS ,77,NOVO
690,ds3,PRODUÇÃO DE AUDIOVISUAIS ,0,NOVO
691,ds4,PRODUÇÃO DE AUDIOVISUAIS ,0,NOVO
692,ds1,RECOLHIMENTOS AO ERÁRIO ,30,NOVO
693,ds2,RECOLHIMENTOS AO ERÁRIO ,30,NOVO
694,ds3,RECOLHIMENTOS AO ERÁRIO ,30,NOVO
695,ds4,RECOLHIMENTOS AO ERÁRIO ,0,NOVO
696,ds1,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",35,NOVO
697,ds2,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",35,NOVO
698,ds3,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",1,NOVO
699,ds4,"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS ",0,NOVO
700,ds1,PROPAGANDA E PUBLICIDADE ,255,NOVO
701,ds2,PROPAGANDA E PUBLICIDADE ,255,NOVO
702,ds3,PROPAGANDA E PUBLICIDADE ,0,NOVO
703,ds4,PROPAGANDA E PUBLICIDADE ,0,NOVO
704,ds1,OUTRAS DESPESAS GERAIS ,133,NOVO
705,ds2,OUTRAS DESPESAS GERAIS ,133,NOVO
706,ds3,OUTRAS DESPESAS GERAIS ,0,NOVO
707,ds4,OUTRAS DESPESAS GERAIS ,0,NOVO
708,ds1,ATIVO PERMANENTE ,67,NOVO
709,ds2,ATIVO PERMANENTE ,67,NOVO
710,ds3,ATIVO PERMANENTE ,67,NOVO
711,ds4,ATIVO PERMANENTE ,2,NOVO
712,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,159,NOVO
713,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,159,NOVO
714,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,159,NOVO
715,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,159,NOVO
716,ds1,SERVIÇOS POSTAIS ,31,NOVO
717,ds2,SERVIÇOS POSTAIS ,31,NOVO
718,ds3,SERVIÇOS POSTAIS ,0,NOVO
719,ds4,SERVIÇOS POSTAIS ,0,NOVO
720,ds1,MATERIAL DE CONSUMO ,390,NOVO
721,ds2,MATERIAL DE CONSUMO ,390,NOVO
722,ds3,MATERIAL DE CONSUMO ,390,NOVO
723,ds4,MATERIAL DE CONSUMO ,0,NOVO
724,ds1,SERVIÇOS CARTORÁRIOS ,50,NOVO
725,ds2,SERVIÇOS CARTORÁRIOS ,50,NOVO
726,ds3,SERVIÇOS CARTORÁRIOS ,0,NOVO
727,ds4,SERVIÇOS CARTORÁRIOS ,0,NOVO
728,ds1,PUBLICAÇÕES ,11,NOVO
729,ds2,PUBLICAÇÕES ,11,NOVO
730,ds3,PUBLICAÇÕES ,0,NOVO
731,ds4,PUBLICAÇÕES ,0,NOVO
732,ds1,ENERGIA ELÉTRICA ,168,NOVO
733,ds2,ENERGIA ELÉTRICA ,168,NOVO
734,ds3,ENERGIA ELÉTRICA ,0,NOVO
735,ds4,ENERGIA ELÉTRICA ,0,NOVO
736,ds1,TRANSPORTES E VIAGENS ,500,NOVO
737,ds2,TRANSPORTES E VIAGENS ,500,NOVO
738,ds3,TRANSPORTES E VIAGENS ,500,NOVO
739,ds4,TRANSPORTES E VIAGENS ,0,NOVO
740,ds1,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,162,NOVO
741,ds2,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,162,NOVO
742,ds3,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,NOVO
743,ds4,MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,NOVO
744,ds1,TELECOMUNICAÇÕES E INTERNET ,360,NOVO
745,ds2,TELECOMUNICAÇÕES E INTERNET ,360,NOVO
746,ds3,TELECOMUNICAÇÕES E INTERNET ,0,NOVO
747,ds4,TELECOMUNICAÇÕES E INTERNET ,0,NOVO
748,ds1,EVENTOS PROMOCIONAIS ,363,NOVO
749,ds2,EVENTOS PROMOCIONAIS ,363,NOVO
750,ds3,EVENTOS PROMOCIONAIS ,0,NOVO
751,ds4,EVENTOS PROMOCIONAIS ,0,NOVO
752,ds1,RÁDIO E TELEVISÃO ,9,NOVO
753,ds2,RÁDIO E TELEVISÃO ,9,NOVO
754,ds3,RÁDIO E TELEVISÃO ,0,NOVO
755,ds4,RÁDIO E TELEVISÃO ,0,NOVO
756,ds1,LANCHES E REFEIÇÕES ,18,NOVO
757,ds2,LANCHES E REFEIÇÕES ,18,NOVO
758,ds3,LANCHES E REFEIÇÕES ,0,NOVO
759,ds4,LANCHES E REFEIÇÕES ,0,NOVO
760,ds1,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,13,NOVO
761,ds2,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,13,NOVO
762,ds3,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,NOVO
763,ds4,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS ,0,NOVO
764,ds1,ALUGUÉIS E CONDOMÍNIOS ,493,NOVO
765,ds2,ALUGUÉIS E CONDOMÍNIOS ,493,NOVO
766,ds3,ALUGUÉIS E CONDOMÍNIOS ,493,NOVO
767,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,NOVO
768,ds1,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",4,NOVO
769,ds2,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",4,NOVO
770,ds3,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,NOVO
771,ds4,"CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES ",0,NOVO
772,ds1,CONVENÇÕES PARTIDÁRIAS ,3,NOVO
773,ds2,CONVENÇÕES PARTIDÁRIAS ,3,NOVO
774,ds3,CONVENÇÕES PARTIDÁRIAS ,0,NOVO
775,ds4,CONVENÇÕES PARTIDÁRIAS ,0,NOVO
776,ds1,SEGURANÇA E VIGILÂNCIA ,19,NOVO
777,ds2,SEGURANÇA E VIGILÂNCIA ,19,NOVO
778,ds3,SEGURANÇA E VIGILÂNCIA ,15,NOVO
779,ds4,SEGURANÇA E VIGILÂNCIA ,0,NOVO
780,ds1,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,17,NOVO
781,ds2,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,17,NOVO
782,ds3,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,NOVO
783,ds4,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO ,0,NOVO
784,ds1,ÁGUA E ESGOTO ,14,NOVO
785,ds2,ÁGUA E ESGOTO ,14,NOVO
786,ds3,ÁGUA E ESGOTO ,0,NOVO
787,ds4,ÁGUA E ESGOTO ,0,NOVO
788,ds1,SEGUROS ,1,NOVO
789,ds2,SEGUROS ,1,NOVO
790,ds3,SEGUROS ,0,NOVO
791,ds4,SEGUROS ,0,NOVO
792,ds1,DESPESAS FINANCEIRAS ,1061,PATRI
793,ds2,DESPESAS FINANCEIRAS ,1061,PATRI
794,ds3,DESPESAS FINANCEIRAS ,0,PATRI
795,ds4,DESPESAS FINANCEIRAS ,0,PATRI
796,ds1,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,89,PATRI
797,ds2,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,89,PATRI
798,ds3,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,89,PATRI
799,ds4,TRANSFERÊNCIAS FINANCEIRAS EFETUADAS ,89,PATRI
800,ds1,TELECOMUNICAÇÕES E INTERNET ,116,PATRI
801,ds2,TELECOMUNICAÇÕES E INTERNET ,116,PATRI
802,ds3,TELECOMUNICAÇÕES E INTERNET ,0,PATRI
803,ds4,TELECOMUNICAÇÕES E INTERNET ,0,PATRI
804,ds1,SERVIÇOS TÉCNICO-PROFISSIONAIS ,186,PATRI
805,ds2,SERVIÇOS TÉCNICO-PROFISSIONAIS ,186,PATRI
806,ds3,SERVIÇOS TÉCNICO-PROFISSIONAIS ,186,PATRI
807,ds4,SERVIÇOS TÉCNICO-PROFISSIONAIS ,0,PATRI
808,ds1,ALUGUÉIS E CONDOMÍNIOS ,162,PATRI
809,ds2,ALUGUÉIS E CONDOMÍNIOS ,162,PATRI
810,ds3,ALUGUÉIS E CONDOMÍNIOS ,162,PATRI
811,ds4,ALUGUÉIS E CONDOMÍNIOS ,0,PATRI
812,ds1,SERVIÇOS POSTAIS ,16,PATRI
813,ds2,SERVIÇOS POSTAIS ,16,PATRI
814,ds3,SERVIÇOS POSTAIS ,0,PATRI
815,ds4,SERVIÇOS POSTAIS ,0,PATRI
816,ds1,SEGUROS ,9,PATRI
817,ds2,SEGUROS ,9,PATRI
818,ds3,SEGUROS ,0,PATRI
819,ds4,SEGUROS ,0,PATRI
820,ds1,LANCHES E REFEIÇÕES ,246,PATRI
