year,publisher,gender,paper_key,pos,name,global_key_x,conf_key,link_x,title_x,pages,citations,l0,l1,l2,global_key_y,title_y,link_y,cs,de,se,th,type
2013,ACM,M,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835,8835
2013,CEUR-WS.org,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
2013,CEUR-WS.org,F,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,27
2013,CEUR-WS.org,M,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,118
2013,CWI/ACM,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2013,CWI/ACM,F,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2013,CWI/ACM,M,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
2013,EasyChair,F,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2013,EasyChair,M,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
2013,IEEE,-,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
2013,IEEE,F,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
2013,IEEE,M,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563
2013,IEEE Computer Society,-,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568
2013,IEEE Computer Society,F,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
2013,IEEE Computer Society,M,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804,5804
2013,IJCAI/AAAI,-,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
2013,IJCAI/AAAI,F,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
2013,IJCAI/AAAI,M,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068
2013,International World Wide Web Conferences Steering Committee / ACM,-,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
2013,International World Wide Web Conferences Steering Committee / ACM,F,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
2013,International World Wide Web Conferences Steering Committee / ACM,M,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085
2013,JMLR.org,-,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2013,JMLR.org,F,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
2013,JMLR.org,M,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783
2013,SIAM,-,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2013,SIAM,F,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2013,SIAM,M,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
2013,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2013,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2013,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
2013,Springer,-,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157
2013,Springer,F,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469
2013,Springer,M,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350
2013,The Association for Computer Linguistics,-,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
2013,The Association for Computer Linguistics,F,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
2013,The Association for Computer Linguistics,M,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864
2013,USENIX Association,-,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2013,USENIX Association,F,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2013,USENIX Association,M,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148
2013,\N,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2013,\N,F,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2013,\N,M,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2014,AAAI,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2014,AAAI,F,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2014,AAAI,M,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
2014,AAAI Press,-,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
2014,AAAI Press,F,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343
2014,AAAI Press,M,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171
2014,ACM,-,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1066
2014,ACM,F,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3452,3443
2014,ACM,M,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10839
2014,CEUR-WS.org,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2014,CEUR-WS.org,F,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2014,CEUR-WS.org,M,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
2014,CWI/ACM,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2014,CWI/ACM,F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2014,CWI/ACM,M,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2014,EasyChair,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2014,EasyChair,F,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2014,EasyChair,M,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2014,IEEE,-,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
2014,IEEE,F,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
2014,IEEE,M,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243
2014,IEEE Computer Society,-,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
2014,IEEE Computer Society,F,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798
2014,IEEE Computer Society,M,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104
2014,JMLR.org,-,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
2014,JMLR.org,F,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
2014,JMLR.org,M,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918
2014,OpenProceedings.org,-,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2014,OpenProceedings.org,F,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
2014,OpenProceedings.org,M,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
2014,SIAM,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2014,SIAM,F,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2014,SIAM,M,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
2014,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2014,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2014,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
2014,Springer,-,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
2014,Springer,F,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691
2014,Springer,M,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802
2014,The Association for Computer Linguistics,-,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
2014,The Association for Computer Linguistics,F,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
2014,The Association for Computer Linguistics,M,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760
2014,USENIX Association,-,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
2014,USENIX Association,F,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
2014,USENIX Association,M,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418
2014,\N,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2014,\N,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2014,\N,M,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
2015,AAAI Press,-,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402
2015,AAAI Press,F,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983
2015,AAAI Press,M,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417
2015,ACM,-,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852
2015,ACM,F,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858
2015,ACM,M,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075
2015,CEUR-WS.org,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015,CEUR-WS.org,F,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,110
2015,CEUR-WS.org,M,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,388
2015,EasyChair,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,EasyChair,F,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2015,EasyChair,M,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2015,IEEE,-,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
2015,IEEE,F,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
2015,IEEE,M,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430
2015,IEEE Computer Society,-,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687
2015,IEEE Computer Society,F,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
2015,IEEE Computer Society,M,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184,7184
2015,IEEE Copmuter Society,F,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2015,IEEE Copmuter Society,M,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2015,JMLR.org,-,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
2015,JMLR.org,F,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
2015,JMLR.org,M,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911
2015,OpenProceedings.org,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2015,OpenProceedings.org,F,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
2015,OpenProceedings.org,M,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
2015,SIAM,-,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2015,SIAM,F,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2015,SIAM,M,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2015,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
2015,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
2015,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557
2015,Springer,-,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
2015,Springer,F,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658
2015,Springer,M,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702,2702
2015,The Association for Computer Linguistics,-,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
2015,The Association for Computer Linguistics,F,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
2015,The Association for Computer Linguistics,M,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857
2015,USENIX Association,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015,USENIX Association,F,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
2015,USENIX Association,M,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
2015,\N,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,\N,M,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
2016,AAAI Press,-,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
2016,AAAI Press,F,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643
2016,AAAI Press,M,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008
2016,ACM,-,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
2016,ACM,F,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741
2016,ACM,M,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202,11202
2016,CEUR-WS.org,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2016,CEUR-WS.org,F,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
2016,CEUR-WS.org,M,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351
2016,EasyChair,F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2016,EasyChair,M,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2016,IEEE,-,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
2016,IEEE,F,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
2016,IEEE,M,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332
2016,IEEE Computer Society,-,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387
2016,IEEE Computer Society,F,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878
2016,IEEE Computer Society,M,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104
2016,IJCAI/AAAI Press,-,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
2016,IJCAI/AAAI Press,F,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489
2016,IJCAI/AAAI Press,M,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513
2016,JMLR.org,-,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
2016,JMLR.org,F,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185
2016,JMLR.org,M,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037
2016,OpenProceedings.org,-,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
2016,OpenProceedings.org,F,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
2016,OpenProceedings.org,M,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
2016,SIAM,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2016,SIAM,F,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
2016,SIAM,M,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320
2016,Springer,-,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
2016,Springer,F,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359
2016,Springer,M,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318
2016,The Association for Computer Linguistics,-,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
2016,The Association for Computer Linguistics,F,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
2016,The Association for Computer Linguistics,M,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825
2016,USENIX Association,-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2016,USENIX Association,F,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2016,USENIX Association,M,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
2016,\N,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2016,\N,F,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
2016,\N,M,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
