year,publisher,gender,paper_key,pos,name,global_key_x,conf_key,link_x,title_x,pages,citations,l0,l1,l2,global_key_y,title_y,link_y,cs,de,se,th,type
2006,USENIX Association,F,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2006,USENIX Association,M,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
2007,AAAI Press,-,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
2007,AAAI Press,F,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
2007,AAAI Press,M,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819
2007,ACM,-,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572
2007,ACM,F,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541
2007,ACM,M,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709,5709
2007,Australian Computer Society,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2007,Australian Computer Society,F,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
2007,Australian Computer Society,M,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2007,CEUR-WS.org,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CEUR-WS.org,F,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
2007,CEUR-WS.org,M,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
2007,IEEE,-,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
2007,IEEE,F,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
2007,IEEE,M,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866
2007,IEEE Computer Society,-,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
2007,IEEE Computer Society,F,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875
2007,IEEE Computer Society,M,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294,4294
2007,SIAM,-,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2007,SIAM,F,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
2007,SIAM,M,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
2007,Springer,-,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
2007,Springer,F,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
2007,Springer,M,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566
2007,The Association for Computational Linguistics,-,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2007,The Association for Computational Linguistics,F,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
2007,The Association for Computational Linguistics,M,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
2007,USENIX,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2007,USENIX,F,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2007,USENIX,M,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2007,USENIX Association,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,USENIX Association,F,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2007,USENIX Association,M,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
2007,\N,-,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
2007,\N,F,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
2007,\N,M,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022
2008,AAAI Press,-,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
2008,AAAI Press,F,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
2008,AAAI Press,M,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779
2008,ACM,-,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651
2008,ACM,F,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999
2008,ACM,M,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001,7001
2008,CEUR-WS.org,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2008,CEUR-WS.org,F,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2008,CEUR-WS.org,M,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
2008,IEEE,-,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
2008,IEEE,F,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
2008,IEEE,M,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760
2008,IEEE Computer Society,-,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2008,IEEE Computer Society,F,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774
2008,IEEE Computer Society,M,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697,3697
2008,Omnipress,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2008,Omnipress,F,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2008,Omnipress,M,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
2008,SIAM,-,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2008,SIAM,F,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
2008,SIAM,M,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
2008,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2008,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2008,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
2008,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2008,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",F,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2008,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",M,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
2008,Springer,-,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167
2008,Springer,F,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456
2008,Springer,M,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399
2008,Tampere University of Technology. Pori. Publication,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Tampere University of Technology. Pori. Publication,F,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2008,Tampere University of Technology. Pori. Publication,M,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2008,The Association for Computer Linguistics,-,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2008,The Association for Computer Linguistics,F,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
2008,The Association for Computer Linguistics,M,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2008,USENIX Association,-,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
2008,USENIX Association,F,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
2008,USENIX Association,M,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2008,University of Magdeburg,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,University of Magdeburg,F,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2008,University of Magdeburg,M,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2009,ACM,-,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781
2009,ACM,F,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033
2009,ACM,M,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802,6802
2009,CEUR-WS.org,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2009,CEUR-WS.org,F,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2009,CEUR-WS.org,M,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
2009,IEEE,-,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
2009,IEEE,F,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354
2009,IEEE,M,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351
2009,IEEE Computer Society,-,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401
2009,IEEE Computer Society,F,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882
2009,IEEE Computer Society,M,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167,4167
2009,SIAM,-,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2009,SIAM,F,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
2009,SIAM,M,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309
2009,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2009,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2009,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
2009,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2009,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",F,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2009,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",M,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
2009,Springer,-,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
2009,Springer,F,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528
2009,Springer,M,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402
2009,The Association for Computer Linguistics,-,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
2009,The Association for Computer Linguistics,F,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
2009,The Association for Computer Linguistics,M,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
2009,USENIX Association,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2009,USENIX Association,F,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2009,USENIX Association,M,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
2009,VLDB Endowment,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,VLDB Endowment,F,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2009,VLDB Endowment,M,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2009,\N,-,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2009,\N,F,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
2009,\N,M,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819
2010,AAAI,-,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2010,AAAI,F,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2010,AAAI,M,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
2010,AAAI Press,-,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
2010,AAAI Press,F,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
2010,AAAI Press,M,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691
2010,ACM,-,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684
2010,ACM,F,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238
2010,ACM,M,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515,7515
2010,CEUR-WS.org,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2010,CEUR-WS.org,F,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
2010,CEUR-WS.org,M,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
2010,IEEE,-,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
2010,IEEE,F,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
2010,IEEE,M,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842
2010,IEEE Computer Society,-,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
2010,IEEE Computer Society,F,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767
2010,IEEE Computer Society,M,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230
2010,Omnipress,-,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2010,Omnipress,F,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
2010,Omnipress,M,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433
2010,SIAM,-,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2010,SIAM,F,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
2010,SIAM,M,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304
2010,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2010,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
2010,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
2010,Springer,-,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
2010,Springer,F,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599
2010,Springer,M,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744,2744
2010,The Association for Computer Linguistics,-,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
2010,The Association for Computer Linguistics,F,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
2010,The Association for Computer Linguistics,M,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
2010,USENIX Association,-,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2010,USENIX Association,F,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
2010,USENIX Association,M,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
2010,\N,F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,\N,M,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
2011,AAAI,-,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2011,AAAI,F,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
2011,AAAI,M,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352
2011,AAAI Press,-,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
2011,AAAI Press,F,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
2011,AAAI Press,M,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684
2011,ACM,-,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768
2011,ACM,F,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533
2011,ACM,M,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752
2011,CEUR-WS.org,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2011,CEUR-WS.org,F,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
2011,CEUR-WS.org,M,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
2011,IEEE,-,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
2011,IEEE,F,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
2011,IEEE,M,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957,957
2011,IEEE Computer Society,-,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
2011,IEEE Computer Society,F,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952,952
2011,IEEE Computer Society,M,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014,4014
2011,IJCAI/AAAI,-,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
2011,IJCAI/AAAI,F,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
2011,IJCAI/AAAI,M,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017
2011,Omnipress,-,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2011,Omnipress,F,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
2011,Omnipress,M,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
2011,SIAM,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2011,SIAM,F,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
2011,SIAM,M,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2011,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2011,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
2011,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
2011,Springer,-,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
2011,Springer,F,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592
2011,Springer,M,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
2011,The Association for Computer Linguistics,-,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
2011,The Association for Computer Linguistics,F,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
2011,The Association for Computer Linguistics,M,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,662
2011,USENIX Association,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2011,USENIX Association,F,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2011,USENIX Association,M,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156
2011,\N,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2011,\N,F,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2011,\N,M,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
2012,AAAI Press,-,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
2012,AAAI Press,F,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
2012,AAAI Press,M,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789
2012,ACM,-,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858
2012,ACM,F,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658,2658
2012,ACM,M,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453,8453
2012,CEUR-WS.org,F,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
2012,CEUR-WS.org,M,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
2012,EasyChair,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2012,EasyChair,F,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2012,EasyChair,M,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
2012,IEEE,-,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
2012,IEEE,F,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
2012,IEEE,M,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444
2012,IEEE Computer Society,-,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
2012,IEEE Computer Society,F,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004
2012,IEEE Computer Society,M,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154
2012,IEEE/ACM,-,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2012,IEEE/ACM,F,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
2012,IEEE/ACM,M,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
2012,JMLR.org,M,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2012,SIAM,-,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2012,SIAM,F,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2012,SIAM,M,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
2012,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,-,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2012,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,F,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2012,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,M,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
2012,Springer,-,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185
2012,Springer,F,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531
2012,Springer,M,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490
2012,The Association for Computer Linguistics,-,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
2012,The Association for Computer Linguistics,F,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
2012,The Association for Computer Linguistics,M,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442
2012,USENIX Association,-,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2012,USENIX Association,F,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2012,USENIX Association,M,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
2012,\N,F,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2012,\N,M,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2012,icml.cc / Omnipress,-,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
2012,icml.cc / Omnipress,F,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
2012,icml.cc / Omnipress,M,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576
2013,AAAI,-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2013,AAAI,F,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
2013,AAAI,M,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
2013,AAAI Press,-,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
2013,AAAI Press,F,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
2013,AAAI Press,M,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547
2013,ACM,-,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861
2013,ACM,F,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
